symbol,status,baseAsset,baseAssetPrecision,quoteAsset,quotePrecision,quoteAssetPrecision,icebergAllowed,ocoAllowed,isSpotTradingAllowed,isMarginTradingAllowed
RUNEBTC,TRADING,RUNE,8,BTC,8,8,True,True,True,True
RUNEBUSD,BREAK,RUNE,8,BUSD,8,8,True,True,True,False
MANABUSD,BREAK,MANA,8,BUSD,8,8,True,True,True,False
DOGEBUSD,BREAK,DOGE,8,BUSD,8,8,True,True,True,False
LENDBUSD,BREAK,LEND,8,BUSD,8,8,True,True,True,False
ZRXBUSD,BREAK,ZRX,8,BUSD,8,8,True,True,True,False
DCRUSDT,TRADING,DCR,8,USDT,8,8,True,True,True,True
STORJUSDT,TRADING,STORJ,8,USDT,8,8,True,True,True,True
XRPBKRW,BREAK,XRP,8,BKRW,8,8,True,True,True,False
ADABKRW,BREAK,ADA,8,BKRW,8,8,True,True,True,False
BTCAUD,BREAK,BTC,8,AUD,8,8,True,True,True,False
ETHAUD,BREAK,ETH,8,AUD,8,8,True,True,True,False
AUDBUSD,BREAK,AUD,8,BUSD,8,8,True,True,True,False
FIOBNB,BREAK,FIO,8,BNB,8,8,True,True,True,False
FIOBTC,TRADING,FIO,8,BTC,8,8,True,True,True,False
FIOBUSD,BREAK,FIO,8,BUSD,8,8,True,True,True,False
BNBUPUSDT,BREAK,BNBUP,8,USDT,8,8,True,True,False,False
BNBDOWNUSDT,BREAK,BNBDOWN,8,USDT,8,8,True,True,False,False
XTZUPUSDT,BREAK,XTZUP,8,USDT,8,8,True,True,False,False
XTZDOWNUSDT,BREAK,XTZDOWN,8,USDT,8,8,True,True,False,False
AVABNB,BREAK,AVA,8,BNB,8,8,True,True,True,False
AVABTC,TRADING,AVA,8,BTC,8,8,True,True,True,False
AVABUSD,BREAK,AVA,8,BUSD,8,8,True,True,True,False
USDTBKRW,BREAK,USDT,8,BKRW,8,8,True,True,True,False
BUSDBKRW,BREAK,BUSD,8,BKRW,8,8,True,True,True,False
IOTABUSD,BREAK,IOTA,8,BUSD,8,8,True,True,True,False
MANAUSDT,TRADING,MANA,8,USDT,8,8,True,True,True,True
XRPAUD,BREAK,XRP,8,AUD,8,8,True,True,True,False
BNBAUD,BREAK,BNB,8,AUD,8,8,True,True,True,False
AUDUSDT,BREAK,AUD,8,USDT,8,8,True,True,True,False
BALBNB,BREAK,BAL,8,BNB,8,8,True,True,True,False
BALBTC,TRADING,BAL,8,BTC,8,8,True,True,True,False
BALBUSD,BREAK,BAL,8,BUSD,8,8,True,True,True,False
YFIBNB,BREAK,YFI,8,BNB,8,8,True,True,True,False
YFIBTC,TRADING,YFI,8,BTC,8,8,True,True,True,False
YFIBUSD,BREAK,YFI,8,BUSD,8,8,True,True,True,False
YFIUSDT,TRADING,YFI,8,USDT,8,8,True,True,True,True
BLZBUSD,BREAK,BLZ,8,BUSD,8,8,True,True,True,False
KMDBUSD,BREAK,KMD,8,BUSD,8,8,True,True,True,False
BALUSDT,TRADING,BAL,8,USDT,8,8,True,True,True,True
BLZUSDT,TRADING,BLZ,8,USDT,8,8,True,True,True,True
IRISUSDT,TRADING,IRIS,8,USDT,8,8,True,True,True,True
KMDUSDT,TRADING,KMD,8,USDT,8,8,True,True,True,True
BTCDAI,TRADING,BTC,8,DAI,8,8,True,True,True,True
ETHDAI,TRADING,ETH,8,DAI,8,8,True,True,True,True
BNBDAI,TRADING,BNB,8,DAI,8,8,True,True,True,False
USDTDAI,TRADING,USDT,8,DAI,8,8,True,True,True,True
BUSDDAI,BREAK,BUSD,8,DAI,8,8,True,True,True,False
JSTBNB,BREAK,JST,8,BNB,8,8,True,True,True,False
JSTBTC,TRADING,JST,8,BTC,8,8,True,True,True,False
JSTBUSD,BREAK,JST,8,BUSD,8,8,True,True,True,False
JSTUSDT,TRADING,JST,8,USDT,8,8,True,True,True,True
SRMBNB,BREAK,SRM,8,BNB,8,8,True,True,True,False
SRMBTC,BREAK,SRM,8,BTC,8,8,True,True,True,False
SRMBUSD,BREAK,SRM,8,BUSD,8,8,True,True,True,False
SRMUSDT,BREAK,SRM,8,USDT,8,8,True,True,True,False
ANTBNB,BREAK,ANT,8,BNB,8,8,True,True,True,False
ANTBTC,BREAK,ANT,8,BTC,8,8,True,True,True,False
ANTBUSD,BREAK,ANT,8,BUSD,8,8,True,True,True,False
ANTUSDT,BREAK,ANT,8,USDT,8,8,True,True,True,False
CRVBNB,BREAK,CRV,8,BNB,8,8,True,True,True,False
CRVBTC,TRADING,CRV,8,BTC,8,8,True,True,True,True
CRVBUSD,BREAK,CRV,8,BUSD,8,8,True,True,True,False
CRVUSDT,TRADING,CRV,8,USDT,8,8,True,True,True,True
SANDBNB,BREAK,SAND,8,BNB,8,8,True,True,True,False
SANDBTC,TRADING,SAND,8,BTC,8,8,True,True,True,True
SANDUSDT,TRADING,SAND,8,USDT,8,8,True,True,True,True
SANDBUSD,BREAK,SAND,8,BUSD,8,8,True,True,True,False
OCEANBNB,BREAK,OCEAN,8,BNB,8,8,True,True,True,False
OCEANBTC,BREAK,OCEAN,8,BTC,8,8,True,True,True,False
OCEANBUSD,BREAK,OCEAN,8,BUSD,8,8,True,True,True,False
OCEANUSDT,BREAK,OCEAN,8,USDT,8,8,True,True,True,False
NMRBTC,TRADING,NMR,8,BTC,8,8,True,True,True,True
NMRBUSD,BREAK,NMR,8,BUSD,8,8,True,True,True,False
NMRUSDT,TRADING,NMR,8,USDT,8,8,True,True,True,True
DOTBNB,TRADING,DOT,8,BNB,8,8,True,True,True,False
DOTBTC,TRADING,DOT,8,BTC,8,8,True,True,True,True
DOTBUSD,BREAK,DOT,8,BUSD,8,8,True,True,True,False
DOTUSDT,TRADING,DOT,8,USDT,8,8,True,True,True,True
LUNABNB,BREAK,LUNA,8,BNB,8,8,True,True,True,False
LUNABTC,BREAK,LUNA,8,BTC,8,8,True,True,True,True
LUNABUSD,BREAK,LUNA,8,BUSD,8,8,True,True,True,False
LUNAUSDT,TRADING,LUNA,8,USDT,8,8,True,True,True,True
IDEXBTC,TRADING,IDEX,8,BTC,8,8,True,True,True,True
IDEXBUSD,BREAK,IDEX,8,BUSD,8,8,True,True,True,False
RSRBNB,BREAK,RSR,8,BNB,8,8,True,True,True,False
RSRBTC,BREAK,RSR,8,BTC,8,8,True,True,True,False
RSRBUSD,BREAK,RSR,8,BUSD,8,8,True,True,True,False
RSRUSDT,TRADING,RSR,8,USDT,8,8,True,True,True,True
PAXGBNB,BREAK,PAXG,8,BNB,8,8,True,True,True,False
PAXGBTC,TRADING,PAXG,8,BTC,8,8,True,True,True,False
PAXGBUSD,BREAK,PAXG,8,BUSD,8,8,True,True,True,False
PAXGUSDT,TRADING,PAXG,8,USDT,8,8,True,True,True,True
WNXMBNB,BREAK,WNXM,8,BNB,8,8,True,True,True,False
WNXMBTC,BREAK,WNXM,8,BTC,8,8,True,True,True,False
WNXMBUSD,BREAK,WNXM,8,BUSD,8,8,True,True,True,False
WNXMUSDT,BREAK,WNXM,8,USDT,8,8,True,True,True,False
TRBBNB,BREAK,TRB,8,BNB,8,8,True,True,True,False
TRBBTC,TRADING,TRB,8,BTC,8,8,True,True,True,True
TRBBUSD,BREAK,TRB,8,BUSD,8,8,True,True,True,False
TRBUSDT,TRADING,TRB,8,USDT,8,8,True,True,True,True
ETHNGN,BREAK,ETH,8,NGN,8,8,True,True,True,False
DOTBIDR,BREAK,DOT,8,BIDR,2,2,True,True,True,False
LINKAUD,BREAK,LINK,8,AUD,8,8,True,True,True,False
SXPAUD,BREAK,SXP,8,AUD,8,8,True,True,True,False
BZRXBNB,BREAK,BZRX,8,BNB,8,8,True,True,True,False
BZRXBTC,BREAK,BZRX,8,BTC,8,8,True,True,True,False
BZRXBUSD,BREAK,BZRX,8,BUSD,8,8,True,True,True,False
BZRXUSDT,BREAK,BZRX,8,USDT,8,8,True,True,True,False
WBTCBTC,TRADING,WBTC,8,BTC,8,8,True,True,True,True
WBTCETH,TRADING,WBTC,8,ETH,8,8,True,True,True,False
SUSHIBNB,BREAK,SUSHI,8,BNB,8,8,True,True,True,False
SUSHIBTC,TRADING,SUSHI,8,BTC,8,8,True,True,True,True
SUSHIBUSD,BREAK,SUSHI,8,BUSD,8,8,True,True,True,False
SUSHIUSDT,TRADING,SUSHI,8,USDT,8,8,True,True,True,True
YFIIBNB,BREAK,YFII,8,BNB,8,8,True,True,True,False
YFIIBTC,BREAK,YFII,8,BTC,8,8,True,True,True,False
YFIIBUSD,BREAK,YFII,8,BUSD,8,8,True,True,True,False
YFIIUSDT,BREAK,YFII,8,USDT,8,8,True,True,True,False
KSMBNB,BREAK,KSM,8,BNB,8,8,True,True,True,False
KSMBTC,TRADING,KSM,8,BTC,8,8,True,True,True,True
KSMBUSD,BREAK,KSM,8,BUSD,8,8,True,True,True,False
KSMUSDT,TRADING,KSM,8,USDT,8,8,True,True,True,True
EGLDBNB,TRADING,EGLD,8,BNB,8,8,True,True,True,False
EGLDBTC,TRADING,EGLD,8,BTC,8,8,True,True,True,True
EGLDBUSD,BREAK,EGLD,8,BUSD,8,8,True,True,True,False
EGLDUSDT,TRADING,EGLD,8,USDT,8,8,True,True,True,True
DIABNB,BREAK,DIA,8,BNB,8,8,True,True,True,False
DIABTC,TRADING,DIA,8,BTC,8,8,True,True,True,False
DIABUSD,BREAK,DIA,8,BUSD,8,8,True,True,True,False
DIAUSDT,TRADING,DIA,8,USDT,8,8,True,True,True,True
RUNEUSDT,TRADING,RUNE,8,USDT,8,8,True,True,True,True
FIOUSDT,TRADING,FIO,8,USDT,8,8,True,True,True,True
UMABTC,TRADING,UMA,8,BTC,8,8,True,True,True,False
UMAUSDT,TRADING,UMA,8,USDT,8,8,True,True,True,True
EOSUPUSDT,BREAK,EOSUP,8,USDT,8,8,True,True,False,False
EOSDOWNUSDT,BREAK,EOSDOWN,8,USDT,8,8,True,True,False,False
TRXUPUSDT,BREAK,TRXUP,8,USDT,8,8,True,True,False,False
TRXDOWNUSDT,BREAK,TRXDOWN,8,USDT,8,8,True,True,False,False
XRPUPUSDT,BREAK,XRPUP,8,USDT,8,8,True,True,False,False
XRPDOWNUSDT,BREAK,XRPDOWN,8,USDT,8,8,True,True,False,False
DOTUPUSDT,BREAK,DOTUP,8,USDT,8,8,True,True,False,False
DOTDOWNUSDT,BREAK,DOTDOWN,8,USDT,8,8,True,True,False,False
SRMBIDR,BREAK,SRM,8,BIDR,2,2,True,True,True,False
ONEBIDR,BREAK,ONE,8,BIDR,2,2,True,True,True,False
LINKTRY,TRADING,LINK,8,TRY,8,8,True,True,True,False
USDTNGN,BREAK,USDT,8,NGN,8,8,True,True,True,False
BELBNB,BREAK,BEL,8,BNB,8,8,True,True,True,False
BELBTC,TRADING,BEL,8,BTC,8,8,True,True,True,False
BELBUSD,BREAK,BEL,8,BUSD,8,8,True,True,True,False
BELUSDT,TRADING,BEL,8,USDT,8,8,True,True,True,True
WINGBNB,BREAK,WING,8,BNB,8,8,True,True,True,False
WINGBTC,BREAK,WING,8,BTC,8,8,True,True,True,False
SWRVBNB,BREAK,SWRV,8,BNB,8,8,True,True,True,False
SWRVBUSD,BREAK,SWRV,8,BUSD,8,8,True,True,True,False
WINGBUSD,BREAK,WING,8,BUSD,8,8,True,True,True,False
WINGUSDT,TRADING,WING,8,USDT,8,8,True,True,True,True
LTCUPUSDT,BREAK,LTCUP,8,USDT,8,8,True,True,False,False
LTCDOWNUSDT,BREAK,LTCDOWN,8,USDT,8,8,True,True,False,False
LENDBKRW,BREAK,LEND,8,BKRW,8,8,True,True,True,False
SXPEUR,BREAK,SXP,8,EUR,8,8,True,True,True,False
CREAMBNB,BREAK,CREAM,8,BNB,8,8,True,True,True,False
CREAMBUSD,BREAK,CREAM,8,BUSD,8,8,True,True,True,False
UNIBNB,BREAK,UNI,8,BNB,8,8,True,True,True,False
UNIBTC,TRADING,UNI,8,BTC,8,8,True,True,True,True
UNIBUSD,BREAK,UNI,8,BUSD,8,8,True,True,True,False
UNIUSDT,TRADING,UNI,8,USDT,8,8,True,True,True,True
NBSBTC,BREAK,NBS,8,BTC,8,8,True,True,True,False
NBSUSDT,BREAK,NBS,8,USDT,8,8,True,True,True,False
OXTBTC,TRADING,OXT,8,BTC,8,8,True,True,True,False
OXTUSDT,TRADING,OXT,8,USDT,8,8,True,True,True,True
SUNBTC,BREAK,SUN,8,BTC,8,8,True,True,True,False
SUNUSDT,TRADING,SUN,8,USDT,8,8,True,True,True,True
AVAXBNB,TRADING,AVAX,8,BNB,8,8,True,True,True,False
AVAXBTC,TRADING,AVAX,8,BTC,8,8,True,True,True,True
AVAXBUSD,BREAK,AVAX,8,BUSD,8,8,True,True,True,False
AVAXUSDT,TRADING,AVAX,8,USDT,8,8,True,True,True,True
HNTBTC,BREAK,HNT,8,BTC,8,8,True,True,True,False
HNTUSDT,BREAK,HNT,8,USDT,8,8,True,True,True,False
BAKEBNB,BREAK,BAKE,8,BNB,8,8,True,True,True,False
BURGERBNB,BREAK,BURGER,8,BNB,8,8,True,True,True,False
SXPBIDR,BREAK,SXP,8,BIDR,2,2,True,True,True,False
LINKBKRW,BREAK,LINK,8,BKRW,8,8,True,True,True,False
FLMBNB,BREAK,FLM,8,BNB,8,8,True,True,True,False
FLMBTC,TRADING,FLM,8,BTC,8,8,True,True,True,False
FLMBUSD,BREAK,FLM,8,BUSD,8,8,True,True,True,False
FLMUSDT,TRADING,FLM,8,USDT,8,8,True,True,True,True
SCRTBTC,TRADING,SCRT,8,BTC,8,8,True,True,True,False
SCRTETH,BREAK,SCRT,8,ETH,8,8,True,True,True,False
CAKEBNB,TRADING,CAKE,8,BNB,8,8,True,True,True,False
CAKEBUSD,BREAK,CAKE,8,BUSD,8,8,True,True,True,False
SPARTABNB,BREAK,SPARTA,8,BNB,8,8,True,True,True,False
UNIUPUSDT,BREAK,UNIUP,8,USDT,8,8,True,True,False,False
UNIDOWNUSDT,BREAK,UNIDOWN,8,USDT,8,8,True,True,False,False
ORNBTC,TRADING,ORN,8,BTC,8,8,True,True,True,True
ORNUSDT,TRADING,ORN,8,USDT,8,8,True,True,True,True
TRXNGN,BREAK,TRX,8,NGN,8,8,True,True,True,False
SXPTRY,TRADING,SXP,8,TRY,8,8,True,True,True,False
UTKBTC,TRADING,UTK,8,BTC,8,8,True,True,True,False
UTKUSDT,TRADING,UTK,8,USDT,8,8,True,True,True,True
XVSBNB,TRADING,XVS,8,BNB,8,8,True,True,True,False
XVSBTC,TRADING,XVS,8,BTC,8,8,True,True,True,False
XVSBUSD,BREAK,XVS,8,BUSD,8,8,True,True,True,False
XVSUSDT,TRADING,XVS,8,USDT,8,8,True,True,True,True
ALPHABNB,BREAK,ALPHA,8,BNB,8,8,True,True,True,False
ALPHABTC,TRADING,ALPHA,8,BTC,8,8,True,True,True,True
ALPHABUSD,BREAK,ALPHA,8,BUSD,8,8,True,True,True,False
ALPHAUSDT,TRADING,ALPHA,8,USDT,8,8,True,True,True,True
VIDTBTC,TRADING,VIDT,8,BTC,8,8,True,True,True,False
VIDTBUSD,BREAK,VIDT,8,BUSD,8,8,True,True,True,False
AAVEBNB,BREAK,AAVE,8,BNB,8,8,True,True,True,False
BTCBRL,TRADING,BTC,8,BRL,8,8,True,True,True,False
USDTBRL,TRADING,USDT,8,BRL,8,8,True,True,True,False
AAVEBTC,TRADING,AAVE,8,BTC,8,8,True,True,True,True
AAVEETH,TRADING,AAVE,8,ETH,8,8,True,True,True,False
AAVEBUSD,BREAK,AAVE,8,BUSD,8,8,True,True,True,False
AAVEUSDT,TRADING,AAVE,8,USDT,8,8,True,True,True,True
AAVEBKRW,BREAK,AAVE,8,BKRW,8,8,True,True,True,False
NEARBNB,TRADING,NEAR,8,BNB,8,8,True,True,True,False
NEARBTC,TRADING,NEAR,8,BTC,8,8,True,True,True,True
NEARBUSD,BREAK,NEAR,8,BUSD,8,8,True,True,True,False
NEARUSDT,TRADING,NEAR,8,USDT,8,8,True,True,True,True
SXPUPUSDT,BREAK,SXPUP,8,USDT,8,8,True,True,False,False
SXPDOWNUSDT,BREAK,SXPDOWN,8,USDT,8,8,True,True,False,False
DOTBKRW,BREAK,DOT,8,BKRW,8,8,True,True,True,False
SXPGBP,BREAK,SXP,8,GBP,8,8,True,True,True,False
FILBNB,TRADING,FIL,8,BNB,8,8,True,True,True,False
FILBTC,TRADING,FIL,8,BTC,8,8,True,True,True,True
FILBUSD,BREAK,FIL,8,BUSD,8,8,True,True,True,False
FILUSDT,TRADING,FIL,8,USDT,8,8,True,True,True,True
FILUPUSDT,BREAK,FILUP,8,USDT,8,8,True,True,False,False
FILDOWNUSDT,BREAK,FILDOWN,8,USDT,8,8,True,True,False,False
YFIUPUSDT,BREAK,YFIUP,8,USDT,8,8,True,True,False,False
YFIDOWNUSDT,BREAK,YFIDOWN,8,USDT,8,8,True,True,False,False
INJBNB,TRADING,INJ,8,BNB,8,8,True,True,True,False
INJBTC,TRADING,INJ,8,BTC,8,8,True,True,True,True
INJBUSD,BREAK,INJ,8,BUSD,8,8,True,True,True,False
INJUSDT,TRADING,INJ,8,USDT,8,8,True,True,True,True
AERGOBTC,BREAK,AERGO,8,BTC,8,8,True,True,True,False
AERGOBUSD,BREAK,AERGO,8,BUSD,8,8,True,True,True,False
LINKEUR,TRADING,LINK,8,EUR,8,8,True,True,True,False
ONEBUSD,BREAK,ONE,8,BUSD,8,8,True,True,True,False
EASYETH,BREAK,EASY,8,ETH,8,8,True,True,True,False
AUDIOBTC,TRADING,AUDIO,8,BTC,8,8,True,True,True,True
AUDIOBUSD,BREAK,AUDIO,8,BUSD,8,8,True,True,True,False
AUDIOUSDT,TRADING,AUDIO,8,USDT,8,8,True,True,True,True
CTKBNB,TRADING,CTK,8,BNB,8,8,True,True,True,False
CTKBTC,TRADING,CTK,8,BTC,8,8,True,True,True,False
CTKBUSD,BREAK,CTK,8,BUSD,8,8,True,True,True,False
CTKUSDT,TRADING,CTK,8,USDT,8,8,True,True,True,True
BCHUPUSDT,BREAK,BCHUP,8,USDT,8,8,True,True,False,False
BCHDOWNUSDT,BREAK,BCHDOWN,8,USDT,8,8,True,True,False,False
BOTBTC,BREAK,BOT,8,BTC,8,8,True,True,True,False
BOTBUSD,BREAK,BOT,8,BUSD,8,8,True,True,True,False
ETHBRL,TRADING,ETH,8,BRL,8,8,True,True,True,False
DOTEUR,TRADING,DOT,8,EUR,8,8,True,True,True,False
AKROBTC,BREAK,AKRO,8,BTC,8,8,True,True,True,False
AKROUSDT,TRADING,AKRO,8,USDT,8,8,True,True,True,True
KP3RBNB,BREAK,KP3R,8,BNB,8,8,True,True,True,False
KP3RBUSD,BREAK,KP3R,8,BUSD,8,8,True,True,True,False
AXSBNB,TRADING,AXS,8,BNB,8,8,True,True,True,False
AXSBTC,TRADING,AXS,8,BTC,8,8,True,True,True,True
AXSBUSD,BREAK,AXS,8,BUSD,8,8,True,True,True,False
AXSUSDT,TRADING,AXS,8,USDT,8,8,True,True,True,True
HARDBNB,BREAK,HARD,8,BNB,8,8,True,True,True,False
HARDBTC,BREAK,HARD,8,BTC,8,8,True,True,True,False
HARDBUSD,BREAK,HARD,8,BUSD,8,8,True,True,True,False
HARDUSDT,TRADING,HARD,8,USDT,8,8,True,True,True,True
BNBBRL,TRADING,BNB,8,BRL,8,8,True,True,True,False
LTCEUR,TRADING,LTC,8,EUR,8,8,True,True,True,False
RENBTCBTC,BREAK,RENBTC,8,BTC,8,8,True,True,True,False
RENBTCETH,BREAK,RENBTC,8,ETH,8,8,True,True,True,False
DNTBUSD,BREAK,DNT,8,BUSD,8,8,True,True,True,False
DNTUSDT,BREAK,DNT,8,USDT,8,8,True,True,True,False
SLPETH,TRADING,SLP,8,ETH,8,8,True,True,True,True
ADAEUR,TRADING,ADA,8,EUR,8,8,True,True,True,False
LTCNGN,BREAK,LTC,8,NGN,8,8,True,True,True,False
CVPETH,BREAK,CVP,8,ETH,8,8,True,True,True,False
CVPBUSD,BREAK,CVP,8,BUSD,8,8,True,True,True,False
STRAXBTC,TRADING,STRAX,8,BTC,8,8,True,True,True,False
STRAXETH,BREAK,STRAX,8,ETH,8,8,True,True,True,False
STRAXBUSD,BREAK,STRAX,8,BUSD,8,8,True,True,True,False
STRAXUSDT,TRADING,STRAX,8,USDT,8,8,True,True,True,True
FORBTC,TRADING,FOR,8,BTC,8,8,True,True,True,False
FORBUSD,BREAK,FOR,8,BUSD,8,8,True,True,True,False
UNFIBNB,BREAK,UNFI,8,BNB,8,8,True,True,True,False
UNFIBTC,TRADING,UNFI,8,BTC,8,8,True,True,True,False
UNFIBUSD,BREAK,UNFI,8,BUSD,8,8,True,True,True,False
UNFIUSDT,TRADING,UNFI,8,USDT,8,8,True,True,True,True
FRONTETH,BREAK,FRONT,8,ETH,8,8,True,True,True,False
FRONTBUSD,BREAK,FRONT,8,BUSD,8,8,True,True,True,False
BCHABUSD,BREAK,BCHA,8,BUSD,8,8,True,True,True,False
ROSEBTC,TRADING,ROSE,8,BTC,8,8,True,True,True,True
ROSEBUSD,BREAK,ROSE,8,BUSD,8,8,True,True,True,False
ROSEUSDT,TRADING,ROSE,8,USDT,8,8,True,True,True,True
AVAXTRY,TRADING,AVAX,8,TRY,8,8,True,True,True,False
BUSDBRL,BREAK,BUSD,8,BRL,8,8,True,True,True,False
AVAUSDT,TRADING,AVA,8,USDT,8,8,True,True,True,True
SYSBUSD,BREAK,SYS,8,BUSD,8,8,True,True,True,False
XEMUSDT,BREAK,XEM,8,USDT,8,8,True,True,True,False
HEGICETH,BREAK,HEGIC,8,ETH,8,8,True,True,True,False
HEGICBUSD,BREAK,HEGIC,8,BUSD,8,8,True,True,True,False
AAVEUPUSDT,BREAK,AAVEUP,8,USDT,8,8,True,True,False,False
AAVEDOWNUSDT,BREAK,AAVEDOWN,8,USDT,8,8,True,True,False,False
PROMBNB,BREAK,PROM,8,BNB,8,8,True,True,True,False
PROMBUSD,BREAK,PROM,8,BUSD,8,8,True,True,True,False
XRPBRL,TRADING,XRP,8,BRL,8,8,True,True,True,False
XRPNGN,BREAK,XRP,8,NGN,8,8,True,True,True,False
SKLBTC,TRADING,SKL,8,BTC,8,8,True,True,True,True
SKLBUSD,BREAK,SKL,8,BUSD,8,8,True,True,True,False
SKLUSDT,TRADING,SKL,8,USDT,8,8,True,True,True,True
BCHEUR,TRADING,BCH,8,EUR,8,8,True,True,True,False
YFIEUR,BREAK,YFI,8,EUR,8,8,True,True,True,False
ZILBIDR,BREAK,ZIL,8,BIDR,2,2,True,True,True,False
SUSDBTC,BREAK,SUSD,8,BTC,8,8,True,True,True,False
SUSDETH,BREAK,SUSD,8,ETH,8,8,True,True,True,False
SUSDUSDT,BREAK,SUSD,8,USDT,8,8,True,True,True,False
COVERETH,BREAK,COVER,8,ETH,8,8,True,True,True,False
COVERBUSD,BREAK,COVER,8,BUSD,8,8,True,True,True,False
GLMBTC,TRADING,GLM,8,BTC,8,8,True,True,True,True
GLMETH,BREAK,GLM,8,ETH,8,8,True,True,True,False
GHSTETH,BREAK,GHST,8,ETH,8,8,True,True,True,False
GHSTBUSD,BREAK,GHST,8,BUSD,8,8,True,True,True,False
SUSHIUPUSDT,BREAK,SUSHIUP,8,USDT,8,8,True,True,False,False
SUSHIDOWNUSDT,BREAK,SUSHIDOWN,8,USDT,8,8,True,True,False,False
XLMUPUSDT,BREAK,XLMUP,8,USDT,8,8,True,True,False,False
XLMDOWNUSDT,BREAK,XLMDOWN,8,USDT,8,8,True,True,False,False
LINKBRL,TRADING,LINK,8,BRL,8,8,True,True,True,False
LINKNGN,BREAK,LINK,8,NGN,8,8,True,True,True,False
LTCRUB,BREAK,LTC,8,RUB,8,8,True,True,True,False
TRXTRY,TRADING,TRX,8,TRY,8,8,True,True,True,False
XLMEUR,TRADING,XLM,8,EUR,8,8,True,True,True,False
DFETH,BREAK,DF,8,ETH,8,8,True,True,True,False
DFBUSD,BREAK,DF,8,BUSD,8,8,True,True,True,False
GRTBTC,TRADING,GRT,8,BTC,8,8,True,True,True,True
GRTETH,TRADING,GRT,8,ETH,8,8,True,True,True,True
GRTUSDT,TRADING,GRT,8,USDT,8,8,True,True,True,True
JUVBTC,BREAK,JUV,8,BTC,8,8,True,True,True,False
JUVBUSD,BREAK,JUV,8,BUSD,8,8,True,True,True,False
JUVUSDT,TRADING,JUV,8,USDT,8,8,True,True,True,True
PSGBTC,BREAK,PSG,8,BTC,8,8,True,True,True,False
PSGBUSD,BREAK,PSG,8,BUSD,8,8,True,True,True,False
PSGUSDT,TRADING,PSG,8,USDT,8,8,True,True,True,True
BUSDBVND,BREAK,BUSD,8,BVND,2,2,True,True,True,False
USDTBVND,BREAK,USDT,8,BVND,2,2,True,True,True,False
1INCHBTC,TRADING,1INCH,8,BTC,8,8,True,True,True,True
1INCHUSDT,TRADING,1INCH,8,USDT,8,8,True,True,True,True
REEFBTC,BREAK,REEF,8,BTC,8,8,True,True,True,False
REEFUSDT,TRADING,REEF,8,USDT,8,8,True,True,True,True
OGBTC,TRADING,OG,8,BTC,8,8,True,True,True,False
OGUSDT,TRADING,OG,8,USDT,8,8,True,True,True,True
ATMBTC,BREAK,ATM,8,BTC,8,8,True,True,True,False
ATMUSDT,TRADING,ATM,8,USDT,8,8,True,True,True,True
ASRBTC,BREAK,ASR,8,BTC,8,8,True,True,True,False
ASRUSDT,TRADING,ASR,8,USDT,8,8,True,True,True,True
CELOBTC,TRADING,CELO,8,BTC,8,8,True,True,True,False
CELOUSDT,TRADING,CELO,8,USDT,8,8,True,True,True,True
RIFBTC,TRADING,RIF,8,BTC,8,8,True,True,True,False
RIFUSDT,TRADING,RIF,8,USDT,8,8,True,True,True,True
CHZTRY,TRADING,CHZ,8,TRY,8,8,True,True,True,False
XLMTRY,TRADING,XLM,8,TRY,8,8,True,True,True,False
LINKGBP,BREAK,LINK,8,GBP,8,8,True,True,True,False
GRTEUR,TRADING,GRT,8,EUR,8,8,True,True,True,False
BTCSTBTC,BREAK,BTCST,8,BTC,8,8,True,True,True,False
BTCSTBUSD,BREAK,BTCST,8,BUSD,8,8,True,True,True,False
BTCSTUSDT,BREAK,BTCST,8,USDT,8,8,True,True,True,False
TRUBTC,TRADING,TRU,8,BTC,8,8,True,True,True,True
TRUBUSD,BREAK,TRU,8,BUSD,8,8,True,True,True,False
TRUUSDT,TRADING,TRU,8,USDT,8,8,True,True,True,True
DEXEETH,BREAK,DEXE,8,ETH,8,8,True,True,True,False
DEXEBUSD,BREAK,DEXE,8,BUSD,8,8,True,True,True,False
EOSEUR,BREAK,EOS,8,EUR,8,8,True,True,True,False
LTCBRL,TRADING,LTC,8,BRL,8,8,True,True,True,False
USDCBUSD,BREAK,USDC,8,BUSD,8,8,True,True,True,False
TUSDBUSD,BREAK,TUSD,8,BUSD,8,8,True,True,True,False
PAXBUSD,BREAK,PAX,8,BUSD,8,8,True,True,True,False
CKBBTC,BREAK,CKB,8,BTC,8,8,True,True,True,False
CKBBUSD,BREAK,CKB,8,BUSD,8,8,True,True,True,False
CKBUSDT,TRADING,CKB,8,USDT,8,8,True,True,True,True
TWTBTC,TRADING,TWT,8,BTC,8,8,True,True,True,False
TWTBUSD,BREAK,TWT,8,BUSD,8,8,True,True,True,False
TWTUSDT,TRADING,TWT,8,USDT,8,8,True,True,True,True
FIROBTC,TRADING,FIRO,8,BTC,8,8,True,True,True,False
FIROETH,BREAK,FIRO,8,ETH,8,8,True,True,True,False
FIROUSDT,TRADING,FIRO,8,USDT,8,8,True,True,True,True
BETHETH,BREAK,BETH,8,ETH,8,8,True,True,True,False
DOGEEUR,TRADING,DOGE,8,EUR,8,8,True,True,True,False
DOGETRY,TRADING,DOGE,8,TRY,8,8,True,True,True,False
DOGEAUD,BREAK,DOGE,8,AUD,8,8,True,True,True,False
