symbol,status,baseAsset,baseAssetPrecision,quoteAsset,quotePrecision,quoteAssetPrecision,icebergAllowed,ocoAllowed,isSpotTradingAllowed,isMarginTradingAllowed
DOGEBRL,TRADING,DOGE,8,BRL,8,8,True,True,True,False
DOTNGN,BREAK,DOT,8,NGN,8,8,True,True,True,False
PROSETH,BREAK,PROS,8,ETH,8,8,True,True,True,False
LITBTC,TRADING,LIT,8,BTC,8,8,True,True,True,True
LITBUSD,BREAK,LIT,8,BUSD,8,8,True,True,True,False
LITUSDT,TRADING,LIT,8,USDT,8,8,True,True,True,True
BTCVAI,BREAK,BTC,8,VAI,8,8,True,True,True,False
BUSDVAI,BREAK,BUSD,8,VAI,8,8,True,True,True,False
SFPBTC,TRADING,SFP,8,BTC,8,8,True,True,True,True
SFPBUSD,BREAK,SFP,8,BUSD,8,8,True,True,True,False
SFPUSDT,TRADING,SFP,8,USDT,8,8,True,True,True,True
DOGEGBP,BREAK,DOGE,8,GBP,8,8,True,True,True,False
DOTTRY,TRADING,DOT,8,TRY,8,8,True,True,True,False
FXSBTC,TRADING,FXS,8,BTC,8,8,True,True,True,False
FXSBUSD,BREAK,FXS,8,BUSD,8,8,True,True,True,False
DODOBTC,TRADING,DODO,8,BTC,8,8,True,True,True,True
DODOBUSD,BREAK,DODO,8,BUSD,8,8,True,True,True,False
DODOUSDT,TRADING,DODO,8,USDT,8,8,True,True,True,True
FRONTBTC,TRADING,FRONT,8,BTC,8,8,True,True,True,False
EASYBTC,BREAK,EASY,8,BTC,8,8,True,True,True,False
CAKEBTC,TRADING,CAKE,8,BTC,8,8,True,True,True,True
CAKEUSDT,TRADING,CAKE,8,USDT,8,8,True,True,True,True
BAKEBUSD,BREAK,BAKE,8,BUSD,8,8,True,True,True,False
UFTETH,BREAK,UFT,8,ETH,8,8,True,True,True,False
UFTBUSD,BREAK,UFT,8,BUSD,8,8,True,True,True,False
1INCHBUSD,BREAK,1INCH,8,BUSD,8,8,True,True,True,False
BANDBUSD,BREAK,BAND,8,BUSD,8,8,True,True,True,False
GRTBUSD,BREAK,GRT,8,BUSD,8,8,True,True,True,False
IOSTBUSD,BREAK,IOST,8,BUSD,8,8,True,True,True,False
OMGBUSD,BREAK,OMG,8,BUSD,8,8,True,True,True,False
REEFBUSD,BREAK,REEF,8,BUSD,8,8,True,True,True,False
ACMBTC,BREAK,ACM,8,BTC,8,8,True,True,True,False
ACMBUSD,BREAK,ACM,8,BUSD,8,8,True,True,True,False
ACMUSDT,TRADING,ACM,8,USDT,8,8,True,True,True,True
AUCTIONBTC,TRADING,AUCTION,8,BTC,8,8,True,True,True,False
AUCTIONBUSD,BREAK,AUCTION,8,BUSD,8,8,True,True,True,False
PHABTC,TRADING,PHA,8,BTC,8,8,True,True,True,False
PHABUSD,BREAK,PHA,8,BUSD,8,8,True,True,True,False
DOTGBP,BREAK,DOT,8,GBP,8,8,True,True,True,False
ADATRY,TRADING,ADA,8,TRY,8,8,True,True,True,False
ADABRL,TRADING,ADA,8,BRL,8,8,True,True,True,False
ADAGBP,BREAK,ADA,8,GBP,8,8,True,True,True,False
TVKBTC,BREAK,TVK,8,BTC,8,8,True,True,True,False
TVKBUSD,BREAK,TVK,8,BUSD,8,8,True,True,True,False
BADGERBTC,TRADING,BADGER,8,BTC,8,8,True,True,True,True
BADGERBUSD,BREAK,BADGER,8,BUSD,8,8,True,True,True,False
BADGERUSDT,TRADING,BADGER,8,USDT,8,8,True,True,True,True
FISBTC,TRADING,FIS,8,BTC,8,8,True,True,True,False
FISBUSD,BREAK,FIS,8,BUSD,8,8,True,True,True,False
FISUSDT,TRADING,FIS,8,USDT,8,8,True,True,True,True
DOTBRL,TRADING,DOT,8,BRL,8,8,True,True,True,False
ADAAUD,BREAK,ADA,8,AUD,8,8,True,True,True,False
HOTTRY,TRADING,HOT,8,TRY,8,8,True,True,True,False
EGLDEUR,TRADING,EGLD,8,EUR,8,8,True,True,True,False
OMBTC,TRADING,OM,8,BTC,8,8,True,True,True,False
OMBUSD,BREAK,OM,8,BUSD,8,8,True,True,True,False
OMUSDT,TRADING,OM,8,USDT,8,8,True,True,True,True
PONDBTC,TRADING,POND,8,BTC,8,8,True,True,True,True
PONDBUSD,BREAK,POND,8,BUSD,8,8,True,True,True,False
PONDUSDT,TRADING,POND,8,USDT,8,8,True,True,True,True
DEGOBTC,BREAK,DEGO,8,BTC,8,8,True,True,True,False
DEGOBUSD,BREAK,DEGO,8,BUSD,8,8,True,True,True,False
DEGOUSDT,TRADING,DEGO,8,USDT,8,8,True,True,True,True
AVAXEUR,TRADING,AVAX,8,EUR,8,8,True,True,True,False
BTTTRY,BREAK,BTT,8,TRY,8,8,True,True,True,False
CHZBRL,TRADING,CHZ,8,BRL,8,8,True,True,True,False
UNIEUR,BREAK,UNI,8,EUR,8,8,True,True,True,False
ALICEBTC,TRADING,ALICE,8,BTC,8,8,True,True,True,False
ALICEBUSD,BREAK,ALICE,8,BUSD,8,8,True,True,True,False
ALICEUSDT,TRADING,ALICE,8,USDT,8,8,True,True,True,True
CHZBUSD,BREAK,CHZ,8,BUSD,8,8,True,True,True,False
CHZEUR,TRADING,CHZ,8,EUR,8,8,True,True,True,False
CHZGBP,BREAK,CHZ,8,GBP,8,8,True,True,True,False
BIFIBNB,BREAK,BIFI,8,BNB,8,8,True,True,True,False
BIFIBUSD,BREAK,BIFI,8,BUSD,8,8,True,True,True,False
LINABTC,BREAK,LINA,8,BTC,8,8,True,True,True,False
LINABUSD,BREAK,LINA,8,BUSD,8,8,True,True,True,False
LINAUSDT,TRADING,LINA,8,USDT,8,8,True,True,True,True
ADARUB,BREAK,ADA,8,RUB,8,8,True,True,True,False
ENJBRL,BREAK,ENJ,8,BRL,8,8,True,True,True,False
ENJEUR,BREAK,ENJ,8,EUR,8,8,True,True,True,False
MATICEUR,TRADING,MATIC,8,EUR,8,8,True,True,True,False
NEOTRY,TRADING,NEO,8,TRY,8,8,True,True,True,False
PERPBTC,TRADING,PERP,8,BTC,8,8,True,True,True,False
PERPBUSD,BREAK,PERP,8,BUSD,8,8,True,True,True,False
PERPUSDT,TRADING,PERP,8,USDT,8,8,True,True,True,True
RAMPBTC,BREAK,RAMP,8,BTC,8,8,True,True,True,False
RAMPBUSD,BREAK,RAMP,8,BUSD,8,8,True,True,True,False
RAMPUSDT,BREAK,RAMP,8,USDT,8,8,True,True,True,False
SUPERBTC,TRADING,SUPER,8,BTC,8,8,True,True,True,True
SUPERBUSD,BREAK,SUPER,8,BUSD,8,8,True,True,True,False
SUPERUSDT,TRADING,SUPER,8,USDT,8,8,True,True,True,True
CFXBTC,TRADING,CFX,8,BTC,8,8,True,True,True,True
CFXBUSD,BREAK,CFX,8,BUSD,8,8,True,True,True,False
CFXUSDT,TRADING,CFX,8,USDT,8,8,True,True,True,True
ENJGBP,BREAK,ENJ,8,GBP,8,8,True,True,True,False
EOSTRY,TRADING,EOS,8,TRY,8,8,True,True,True,False
LTCGBP,BREAK,LTC,8,GBP,8,8,True,True,True,False
LUNAEUR,BREAK,LUNA,8,EUR,8,8,True,True,True,False
RVNTRY,TRADING,RVN,8,TRY,8,8,True,True,True,False
THETAEUR,BREAK,THETA,8,EUR,8,8,True,True,True,False
XVGBUSD,BREAK,XVG,8,BUSD,8,8,True,True,True,False
EPSBTC,BREAK,EPS,8,BTC,8,8,True,True,True,False
EPSBUSD,BREAK,EPS,8,BUSD,8,8,True,True,True,False
EPSUSDT,BREAK,EPS,8,USDT,8,8,True,True,True,False
AUTOBTC,BREAK,AUTO,8,BTC,8,8,True,True,True,False
AUTOBUSD,BREAK,AUTO,8,BUSD,8,8,True,True,True,False
AUTOUSDT,BREAK,AUTO,8,USDT,8,8,True,True,True,False
TKOBTC,TRADING,TKO,8,BTC,8,8,True,True,True,False
TKOBIDR,BREAK,TKO,8,BIDR,2,2,True,True,True,False
TKOBUSD,BREAK,TKO,8,BUSD,8,8,True,True,True,False
TKOUSDT,TRADING,TKO,8,USDT,8,8,True,True,True,True
PUNDIXETH,BREAK,PUNDIX,8,ETH,8,8,True,True,True,False
PUNDIXUSDT,TRADING,PUNDIX,8,USDT,8,8,True,True,True,True
BTTBRL,BREAK,BTT,8,BRL,8,8,True,True,True,False
BTTEUR,BREAK,BTT,8,EUR,8,8,True,True,True,False
HOTEUR,BREAK,HOT,8,EUR,8,8,True,True,True,False
WINEUR,TRADING,WIN,8,EUR,8,8,True,True,True,False
TLMBTC,TRADING,TLM,8,BTC,8,8,True,True,True,False
TLMBUSD,BREAK,TLM,8,BUSD,8,8,True,True,True,False
TLMUSDT,TRADING,TLM,8,USDT,8,8,True,True,True,True
1INCHUPUSDT,BREAK,1INCHUP,8,USDT,8,8,True,True,False,False
1INCHDOWNUSDT,BREAK,1INCHDOWN,8,USDT,8,8,True,True,False,False
BTGBUSD,BREAK,BTG,8,BUSD,8,8,True,True,True,False
BTGUSDT,BREAK,BTG,8,USDT,8,8,True,True,True,False
HOTBUSD,BREAK,HOT,8,BUSD,8,8,True,True,True,False
BNBUAH,TRADING,BNB,8,UAH,8,8,True,True,True,False
ONTTRY,TRADING,ONT,8,TRY,8,8,True,True,True,False
VETEUR,TRADING,VET,8,EUR,8,8,True,True,True,False
VETGBP,BREAK,VET,8,GBP,8,8,True,True,True,False
WINBRL,BREAK,WIN,8,BRL,8,8,True,True,True,False
MIRBTC,BREAK,MIR,8,BTC,8,8,True,True,True,False
MIRBUSD,BREAK,MIR,8,BUSD,8,8,True,True,True,False
MIRUSDT,BREAK,MIR,8,USDT,8,8,True,True,True,False
BARBTC,BREAK,BAR,8,BTC,8,8,True,True,True,False
BARBUSD,BREAK,BAR,8,BUSD,8,8,True,True,True,False
BARUSDT,TRADING,BAR,8,USDT,8,8,True,True,True,True
FORTHBTC,TRADING,FORTH,8,BTC,8,8,True,True,True,False
FORTHBUSD,BREAK,FORTH,8,BUSD,8,8,True,True,True,False
FORTHUSDT,TRADING,FORTH,8,USDT,8,8,True,True,True,True
CAKEGBP,BREAK,CAKE,8,GBP,8,8,True,True,True,False
DOGERUB,BREAK,DOGE,8,RUB,8,8,True,True,True,False
HOTBRL,BREAK,HOT,8,BRL,8,8,True,True,True,False
WRXEUR,BREAK,WRX,8,EUR,8,8,True,True,True,False
EZBTC,BREAK,EZ,8,BTC,8,8,True,True,True,False
EZETH,BREAK,EZ,8,ETH,8,8,True,True,True,False
BAKEUSDT,TRADING,BAKE,8,USDT,8,8,True,True,True,True
BURGERBUSD,BREAK,BURGER,8,BUSD,8,8,True,True,True,False
BURGERUSDT,TRADING,BURGER,8,USDT,8,8,True,True,True,True
SLPBUSD,BREAK,SLP,8,BUSD,8,8,True,True,True,False
SLPUSDT,TRADING,SLP,8,USDT,8,8,True,True,True,True
TRXAUD,BREAK,TRX,8,AUD,8,8,True,True,True,False
TRXEUR,TRADING,TRX,8,EUR,8,8,True,True,True,False
VETTRY,TRADING,VET,8,TRY,8,8,True,True,True,False
SHIBUSDT,TRADING,SHIB,2,USDT,8,8,True,True,True,True
SHIBBUSD,BREAK,SHIB,2,BUSD,8,8,True,True,True,False
ICPBTC,TRADING,ICP,8,BTC,8,8,True,True,True,True
ICPBNB,TRADING,ICP,8,BNB,8,8,True,True,True,False
ICPBUSD,BREAK,ICP,8,BUSD,8,8,True,True,True,False
ICPUSDT,TRADING,ICP,8,USDT,8,8,True,True,True,True
SHIBEUR,TRADING,SHIB,2,EUR,8,8,True,True,True,False
SHIBRUB,BREAK,SHIB,2,RUB,8,8,True,True,True,False
ETCEUR,BREAK,ETC,8,EUR,8,8,True,True,True,False
ETCBRL,BREAK,ETC,8,BRL,8,8,True,True,True,False
DOGEBIDR,BREAK,DOGE,8,BIDR,2,2,True,True,True,False
ARBTC,TRADING,AR,8,BTC,8,8,True,True,True,False
ARBNB,BREAK,AR,8,BNB,8,8,True,True,True,False
ARBUSD,BREAK,AR,8,BUSD,8,8,True,True,True,False
ARUSDT,TRADING,AR,8,USDT,8,8,True,True,True,True
POLSBTC,BREAK,POLS,8,BTC,8,8,True,True,True,False
POLSBNB,BREAK,POLS,8,BNB,8,8,True,True,True,False
POLSBUSD,BREAK,POLS,8,BUSD,8,8,True,True,True,False
POLSUSDT,TRADING,POLS,8,USDT,8,8,True,True,True,False
MDXBTC,BREAK,MDX,8,BTC,8,8,True,True,True,False
MDXBNB,BREAK,MDX,8,BNB,8,8,True,True,True,False
MDXBUSD,BREAK,MDX,8,BUSD,8,8,True,True,True,False
MDXUSDT,TRADING,MDX,8,USDT,8,8,True,True,True,False
MASKBNB,TRADING,MASK,8,BNB,8,8,True,True,True,False
MASKBUSD,BREAK,MASK,8,BUSD,8,8,True,True,True,False
MASKUSDT,TRADING,MASK,8,USDT,8,8,True,True,True,True
LPTBTC,TRADING,LPT,8,BTC,8,8,True,True,True,True
LPTBNB,TRADING,LPT,8,BNB,8,8,True,True,True,False
LPTBUSD,BREAK,LPT,8,BUSD,8,8,True,True,True,False
LPTUSDT,TRADING,LPT,8,USDT,8,8,True,True,True,True
ETHUAH,TRADING,ETH,8,UAH,8,8,True,True,True,False
MATICBRL,TRADING,MATIC,8,BRL,8,8,True,True,True,False
SOLEUR,TRADING,SOL,8,EUR,8,8,True,True,True,False
SHIBBRL,TRADING,SHIB,2,BRL,8,8,True,True,True,False
AGIXBTC,BREAK,AGIX,8,BTC,8,8,True,True,True,False
ICPEUR,TRADING,ICP,8,EUR,8,8,True,True,True,False
MATICGBP,BREAK,MATIC,8,GBP,8,8,True,True,True,False
SHIBTRY,TRADING,SHIB,2,TRY,8,8,True,True,True,False
MATICBIDR,BREAK,MATIC,8,BIDR,2,2,True,True,True,False
MATICRUB,BREAK,MATIC,8,RUB,8,8,True,True,True,False
NUBTC,BREAK,NU,8,BTC,8,8,True,True,True,False
NUBNB,BREAK,NU,8,BNB,8,8,True,True,True,False
NUBUSD,BREAK,NU,8,BUSD,8,8,True,True,True,False
NUUSDT,BREAK,NU,8,USDT,8,8,True,True,True,False
XVGUSDT,TRADING,XVG,8,USDT,8,8,True,True,True,True
RLCBUSD,BREAK,RLC,8,BUSD,8,8,True,True,True,False
CELRBUSD,BREAK,CELR,8,BUSD,8,8,True,True,True,False
ATMBUSD,BREAK,ATM,8,BUSD,8,8,True,True,True,False
ZENBUSD,BREAK,ZEN,8,BUSD,8,8,True,True,True,False
FTMBUSD,BREAK,FTM,8,BUSD,8,8,True,True,True,False
THETABUSD,BREAK,THETA,8,BUSD,8,8,True,True,True,False
WINBUSD,BREAK,WIN,8,BUSD,8,8,True,True,True,False
KAVABUSD,BREAK,KAVA,8,BUSD,8,8,True,True,True,False
XEMBUSD,BREAK,XEM,8,BUSD,8,8,True,True,True,False
ATABTC,TRADING,ATA,8,BTC,8,8,True,True,True,False
ATABNB,BREAK,ATA,8,BNB,8,8,True,True,True,False
ATABUSD,BREAK,ATA,8,BUSD,8,8,True,True,True,False
ATAUSDT,TRADING,ATA,8,USDT,8,8,True,True,True,True
GTCBTC,TRADING,GTC,8,BTC,8,8,True,True,True,True
GTCBNB,BREAK,GTC,8,BNB,8,8,True,True,True,False
GTCBUSD,BREAK,GTC,8,BUSD,8,8,True,True,True,False
GTCUSDT,TRADING,GTC,8,USDT,8,8,True,True,True,True
TORNBTC,BREAK,TORN,8,BTC,8,8,True,True,True,False
TORNBNB,BREAK,TORN,8,BNB,8,8,True,True,True,False
TORNBUSD,BREAK,TORN,8,BUSD,8,8,True,True,True,False
TORNUSDT,BREAK,TORN,8,USDT,8,8,True,True,True,False
MATICTRY,TRADING,MATIC,8,TRY,8,8,True,True,True,False
ETCGBP,BREAK,ETC,8,GBP,8,8,True,True,True,False
SOLGBP,BREAK,SOL,8,GBP,8,8,True,True,True,False
BAKEBTC,TRADING,BAKE,8,BTC,8,8,True,True,True,True
COTIBUSD,BREAK,COTI,8,BUSD,8,8,True,True,True,False
KEEPBTC,BREAK,KEEP,8,BTC,8,8,True,True,True,False
KEEPBNB,BREAK,KEEP,8,BNB,8,8,True,True,True,False
KEEPBUSD,BREAK,KEEP,8,BUSD,8,8,True,True,True,False
KEEPUSDT,BREAK,KEEP,8,USDT,8,8,True,True,True,False
SOLTRY,TRADING,SOL,8,TRY,8,8,True,True,True,False
RUNEGBP,BREAK,RUNE,8,GBP,8,8,True,True,True,False
SOLBRL,TRADING,SOL,8,BRL,8,8,True,True,True,False
SCBUSD,BREAK,SC,8,BUSD,8,8,True,True,True,False
CHRBUSD,BREAK,CHR,8,BUSD,8,8,True,True,True,False
STMXBUSD,BREAK,STMX,8,BUSD,8,8,True,True,True,False
HNTBUSD,BREAK,HNT,8,BUSD,8,8,True,True,True,False
FTTBUSD,BREAK,FTT,8,BUSD,8,8,True,True,True,False
DOCKBUSD,BREAK,DOCK,8,BUSD,8,8,True,True,True,False
ADABIDR,BREAK,ADA,8,BIDR,2,2,True,True,True,False
ERNBNB,BREAK,ERN,8,BNB,8,8,True,True,True,False
ERNBUSD,BREAK,ERN,8,BUSD,8,8,True,True,True,False
ERNUSDT,TRADING,ERN,8,USDT,8,8,True,True,True,True
KLAYBTC,TRADING,KLAY,8,BTC,8,8,True,True,True,False
KLAYBNB,BREAK,KLAY,8,BNB,8,8,True,True,True,False
KLAYBUSD,BREAK,KLAY,8,BUSD,8,8,True,True,True,False
KLAYUSDT,TRADING,KLAY,8,USDT,8,8,True,True,True,True
RUNEEUR,BREAK,RUNE,8,EUR,8,8,True,True,True,False
MATICAUD,BREAK,MATIC,8,AUD,8,8,True,True,True,False
DOTRUB,BREAK,DOT,8,RUB,8,8,True,True,True,False
UTKBUSD,BREAK,UTK,8,BUSD,8,8,True,True,True,False
IOTXBUSD,BREAK,IOTX,8,BUSD,8,8,True,True,True,False
PHAUSDT,TRADING,PHA,8,USDT,8,8,True,True,True,True
SOLRUB,BREAK,SOL,8,RUB,8,8,True,True,True,False
RUNEAUD,BREAK,RUNE,8,AUD,8,8,True,True,True,False
BUSDUAH,BREAK,BUSD,8,UAH,8,8,True,True,True,False
BONDBTC,TRADING,BOND,8,BTC,8,8,True,True,True,False
BONDBNB,BREAK,BOND,8,BNB,8,8,True,True,True,False
BONDBUSD,BREAK,BOND,8,BUSD,8,8,True,True,True,False
BONDUSDT,TRADING,BOND,8,USDT,8,8,True,True,True,False
MLNBTC,TRADING,MLN,8,BTC,8,8,True,True,True,False
MLNBNB,BREAK,MLN,8,BNB,8,8,True,True,True,False
MLNBUSD,BREAK,MLN,8,BUSD,8,8,True,True,True,False
MLNUSDT,TRADING,MLN,8,USDT,8,8,True,True,True,True
GRTTRY,TRADING,GRT,8,TRY,8,8,True,True,True,False
CAKEBRL,BREAK,CAKE,8,BRL,8,8,True,True,True,False
ICPRUB,BREAK,ICP,8,RUB,8,8,True,True,True,False
DOTAUD,BREAK,DOT,8,AUD,8,8,True,True,True,False
AAVEBRL,BREAK,AAVE,8,BRL,8,8,True,True,True,False
EOSAUD,BREAK,EOS,8,AUD,8,8,True,True,True,False
DEXEUSDT,TRADING,DEXE,8,USDT,8,8,True,True,True,True
LTOBUSD,BREAK,LTO,8,BUSD,8,8,True,True,True,False
ADXBUSD,BREAK,ADX,8,BUSD,8,8,True,True,True,False
QUICKBTC,BREAK,QUICK,8,BTC,8,8,True,True,True,False
QUICKBNB,BREAK,QUICK,8,BNB,8,8,True,True,True,False
QUICKBUSD,BREAK,QUICK,8,BUSD,8,8,True,True,True,False
C98USDT,TRADING,C98,8,USDT,8,8,True,True,True,True
C98BUSD,BREAK,C98,8,BUSD,8,8,True,True,True,False
C98BNB,BREAK,C98,8,BNB,8,8,True,True,True,False
C98BTC,TRADING,C98,8,BTC,8,8,True,True,True,True
CLVBTC,TRADING,CLV,8,BTC,8,8,True,True,True,True
CLVBNB,BREAK,CLV,8,BNB,8,8,True,True,True,False
CLVBUSD,BREAK,CLV,8,BUSD,8,8,True,True,True,False
CLVUSDT,TRADING,CLV,8,USDT,8,8,True,True,True,True
QNTBTC,TRADING,QNT,8,BTC,8,8,True,True,True,True
QNTBNB,BREAK,QNT,8,BNB,8,8,True,True,True,False
QNTBUSD,BREAK,QNT,8,BUSD,8,8,True,True,True,False
QNTUSDT,TRADING,QNT,8,USDT,8,8,True,True,True,True
FLOWBTC,TRADING,FLOW,8,BTC,8,8,True,True,True,True
FLOWBNB,BREAK,FLOW,8,BNB,8,8,True,True,True,False
FLOWBUSD,BREAK,FLOW,8,BUSD,8,8,True,True,True,False
FLOWUSDT,TRADING,FLOW,8,USDT,8,8,True,True,True,True
XECBUSD,BREAK,XEC,2,BUSD,8,8,True,True,True,False
AXSBRL,BREAK,AXS,8,BRL,8,8,True,True,True,False
AXSAUD,BREAK,AXS,8,AUD,8,8,True,True,True,False
TVKUSDT,BREAK,TVK,8,USDT,8,8,True,True,True,False
MINABTC,TRADING,MINA,8,BTC,8,8,True,True,True,True
MINABNB,BREAK,MINA,8,BNB,8,8,True,True,True,False
MINABUSD,BREAK,MINA,8,BUSD,8,8,True,True,True,False
MINAUSDT,TRADING,MINA,8,USDT,8,8,True,True,True,True
RAYBNB,TRADING,RAY,8,BNB,8,8,True,True,True,False
RAYBUSD,BREAK,RAY,8,BUSD,8,8,True,True,True,False
RAYUSDT,TRADING,RAY,8,USDT,8,8,True,True,True,True
FARMBTC,BREAK,FARM,8,BTC,8,8,True,True,True,False
FARMBNB,BREAK,FARM,8,BNB,8,8,True,True,True,False
FARMBUSD,BREAK,FARM,8,BUSD,8,8,True,True,True,False
FARMUSDT,TRADING,FARM,8,USDT,8,8,True,True,True,True
ALPACABTC,BREAK,ALPACA,8,BTC,8,8,True,True,True,False
ALPACABNB,BREAK,ALPACA,8,BNB,8,8,True,True,True,False
ALPACABUSD,BREAK,ALPACA,8,BUSD,8,8,True,True,True,False
ALPACAUSDT,TRADING,ALPACA,8,USDT,8,8,True,True,True,True
TLMTRY,TRADING,TLM,8,TRY,8,8,True,True,True,False
QUICKUSDT,TRADING,QUICK,8,USDT,8,8,True,True,True,True
ORNBUSD,BREAK,ORN,8,BUSD,8,8,True,True,True,False
MBOXBTC,TRADING,MBOX,8,BTC,8,8,True,True,True,False
MBOXBNB,BREAK,MBOX,8,BNB,8,8,True,True,True,False
MBOXBUSD,BREAK,MBOX,8,BUSD,8,8,True,True,True,False
MBOXUSDT,TRADING,MBOX,8,USDT,8,8,True,True,True,False
VGXBTC,BREAK,VGX,8,BTC,8,8,True,True,True,False
VGXETH,BREAK,VGX,8,ETH,8,8,True,True,True,False
FORUSDT,TRADING,FOR,8,USDT,8,8,True,True,True,True
REQUSDT,TRADING,REQ,8,USDT,8,8,True,True,True,True
GHSTUSDT,TRADING,GHST,8,USDT,8,8,True,True,True,True
TRURUB,BREAK,TRU,8,RUB,8,8,True,True,True,False
FISBRL,BREAK,FIS,8,BRL,8,8,True,True,True,False
WAXPUSDT,TRADING,WAXP,8,USDT,8,8,True,True,True,True
WAXPBUSD,BREAK,WAXP,8,BUSD,8,8,True,True,True,False
WAXPBNB,BREAK,WAXP,8,BNB,8,8,True,True,True,False
WAXPBTC,TRADING,WAXP,8,BTC,8,8,True,True,True,True
TRIBEBTC,BREAK,TRIBE,8,BTC,8,8,True,True,True,False
TRIBEBNB,BREAK,TRIBE,8,BNB,8,8,True,True,True,False
TRIBEBUSD,BREAK,TRIBE,8,BUSD,8,8,True,True,True,False
TRIBEUSDT,BREAK,TRIBE,8,USDT,8,8,True,True,True,False
GNOUSDT,TRADING,GNO,8,USDT,8,8,True,True,True,True
GNOBUSD,BREAK,GNO,8,BUSD,8,8,True,True,True,False
GNOBNB,BREAK,GNO,8,BNB,8,8,True,True,True,False
GNOBTC,BREAK,GNO,8,BTC,8,8,True,True,True,False
ARPATRY,TRADING,ARPA,8,TRY,8,8,True,True,True,False
PROMBTC,TRADING,PROM,8,BTC,8,8,True,True,True,False
MTLBUSD,BREAK,MTL,8,BUSD,8,8,True,True,True,False
OGNBUSD,BREAK,OGN,8,BUSD,8,8,True,True,True,False
XECUSDT,TRADING,XEC,2,USDT,8,8,True,True,True,True
C98BRL,BREAK,C98,8,BRL,8,8,True,True,True,False
SOLAUD,BREAK,SOL,8,AUD,8,8,True,True,True,False
XRPBIDR,BREAK,XRP,8,BIDR,2,2,True,True,True,False
POLYBUSD,BREAK,POLY,8,BUSD,8,8,True,True,True,False
ELFUSDT,TRADING,ELF,8,USDT,8,8,True,True,True,True
DYDXUSDT,TRADING,DYDX,8,USDT,8,8,True,True,True,True
DYDXBUSD,BREAK,DYDX,8,BUSD,8,8,True,True,True,False
DYDXBNB,BREAK,DYDX,8,BNB,8,8,True,True,True,False
DYDXBTC,TRADING,DYDX,8,BTC,8,8,True,True,True,True
ELFBUSD,BREAK,ELF,8,BUSD,8,8,True,True,True,False
POLYUSDT,BREAK,POLY,8,USDT,8,8,True,True,True,False
IDEXUSDT,TRADING,IDEX,8,USDT,8,8,True,True,True,True
VIDTUSDT,TRADING,VIDT,8,USDT,8,8,True,True,True,True
SOLBIDR,BREAK,SOL,8,BIDR,2,2,True,True,True,False
BTCUSDP,BREAK,BTC,8,USDP,8,8,True,True,True,False
ETHUSDP,BREAK,ETH,8,USDP,8,8,True,True,True,False
BNBUSDP,BREAK,BNB,8,USDP,8,8,True,True,True,False
USDPBUSD,BREAK,USDP,8,BUSD,8,8,True,True,True,False
USDPUSDT,TRADING,USDP,8,USDT,8,8,True,True,True,False
GALAUSDT,TRADING,GALA,8,USDT,8,8,True,True,True,True
GALABUSD,BREAK,GALA,8,BUSD,8,8,True,True,True,False
GALABNB,TRADING,GALA,8,BNB,8,8,True,True,True,False
GALABTC,TRADING,GALA,8,BTC,8,8,True,True,True,True
FTMBIDR,BREAK,FTM,8,BIDR,2,2,True,True,True,False
ALGOBIDR,BREAK,ALGO,8,BIDR,2,2,True,True,True,False
CAKEAUD,BREAK,CAKE,8,AUD,8,8,True,True,True,False
KSMAUD,BREAK,KSM,8,AUD,8,8,True,True,True,False
WAVESRUB,BREAK,WAVES,8,RUB,8,8,True,True,True,False
SUNBUSD,BREAK,SUN,8,BUSD,8,8,True,True,True,False
ILVUSDT,TRADING,ILV,8,USDT,8,8,True,True,True,True
ILVBUSD,BREAK,ILV,8,BUSD,8,8,True,True,True,False
ILVBNB,BREAK,ILV,8,BNB,8,8,True,True,True,False
ILVBTC,TRADING,ILV,8,BTC,8,8,True,True,True,False
RENBUSD,BREAK,REN,8,BUSD,8,8,True,True,True,False
YGGUSDT,TRADING,YGG,8,USDT,8,8,True,True,True,True
YGGBUSD,BREAK,YGG,8,BUSD,8,8,True,True,True,False
YGGBNB,BREAK,YGG,8,BNB,8,8,True,True,True,False
YGGBTC,TRADING,YGG,8,BTC,8,8,True,True,True,True
STXBUSD,BREAK,STX,8,BUSD,8,8,True,True,True,False
SYSUSDT,TRADING,SYS,8,USDT,8,8,True,True,True,True
DFUSDT,TRADING,DF,8,USDT,8,8,True,True,True,True
SOLUSDC,TRADING,SOL,8,USDC,8,8,True,True,True,True
ARPARUB,BREAK,ARPA,8,RUB,8,8,True,True,True,False
LTCUAH,BREAK,LTC,8,UAH,8,8,True,True,True,False
FETBUSD,BREAK,FET,8,BUSD,8,8,True,True,True,False
ARPABUSD,BREAK,ARPA,8,BUSD,8,8,True,True,True,False
LSKBUSD,BREAK,LSK,8,BUSD,8,8,True,True,True,False
AVAXBIDR,BREAK,AVAX,8,BIDR,2,2,True,True,True,False
ALICEBIDR,BREAK,ALICE,8,BIDR,2,2,True,True,True,False
FIDAUSDT,TRADING,FIDA,8,USDT,8,8,True,True,True,True
FIDABUSD,BREAK,FIDA,8,BUSD,8,8,True,True,True,False
FIDABNB,BREAK,FIDA,8,BNB,8,8,True,True,True,False
FIDABTC,TRADING,FIDA,8,BTC,8,8,True,True,True,False
