Bids,
Price,Quantity
63772.08000000,1.10444000
63772.07000000,0.01470000
63772.04000000,0.00095000
63772.00000000,0.08337000
63771.95000000,0.86851000

Asks,
Price,Quantity
63772.09000000,5.92555000
63772.10000000,2.22841000
63772.14000000,0.29504000
63772.24000000,0.00010000
63772.60000000,0.10821000
